120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726018340
120.88.73.121 | Informações geográficas não encontradas | 0.38 | 3
10.246.112.51 | Informações geográficas não encontradas | 185.029 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
10.246.112.47 | Informações geográficas não encontradas | 184.977 | 3
10.246.112.47 | Informações geográficas não encontradas | 184.969 | 3
80.84.20.67 | Informações geográficas não encontradas | 188.891 | 3
80.84.20.67 | Informações geográficas não encontradas | 187.246 | 3
80.84.20.67 | Informações geográficas não encontradas | 186.314 | 3
154.92.25.2 | Informações geográficas não encontradas | 184.826 | 3
154.92.25.2 | Informações geográficas não encontradas | 184.826 | 3
154.92.25.2 | Informações geográficas não encontradas | 184.847 | 3
192.168.2.214 | Informações geográficas não encontradas | 128.1.77.122 | Informações geográficas não encontradas | 1726155140
192.168.2.1 | Informações geográficas não encontradas | 0.338 | 3
192.168.2.1 | Informações geográficas não encontradas | 7.9 | 3
192.168.2.1 | Informações geográficas não encontradas | 0.277 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.617 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.514 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.5 | 3
105.77.96.1 | Informações geográficas não encontradas | 9.907 | 3
105.77.96.1 | Informações geográficas não encontradas | 9.39 | 3
105.77.96.1 | Informações geográficas não encontradas | 9.34 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.74 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.685 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.749 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.504 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.69 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.687 | 3
172.20.15.42 | Informações geográficas não encontradas | 28.051 | 3
172.20.15.42 | Informações geográficas não encontradas | 29.298 | 3
172.20.15.42 | Informações geográficas não encontradas | 29.142 | 3
172.20.10.217 | Informações geográficas não encontradas | 29.784 | 3
172.20.10.217 | Informações geográficas não encontradas | 29.562 | 3
172.20.10.217 | Informações geográficas não encontradas | 29.718 | 3
195.72.84.89 | Informações geográficas não encontradas | 52.846 | 3
195.72.84.89 | Informações geográficas não encontradas | 52.434 | 3
195.72.84.89 | Informações geográficas não encontradas | 50.781 | 3
141.136.108.230 | Informações geográficas não encontradas | 52.388 | 3
141.136.108.230 | Informações geográficas não encontradas | 45.777 | 3
141.136.108.230 | Informações geográficas não encontradas | 50.39 | 3
92.60.240.154 | Informações geográficas não encontradas | 43.927 | 3
92.60.240.154 | Informações geográficas não encontradas | 44.19 | 3
92.60.240.154 | Informações geográficas não encontradas | 43.715 | 3
107.155.17.240 | Informações geográficas não encontradas | 52.097 | 3
107.155.17.240 | Informações geográficas não encontradas | 101.336 | 3
107.155.17.240 | Informações geográficas não encontradas | 44.604 | 3
107.155.17.105 | Informações geográficas não encontradas | 146.892 | 3
107.155.17.105 | Informações geográficas não encontradas | 44.939 | 3
107.155.17.105 | Informações geográficas não encontradas | 46.518 | 3
128.1.77.122 | Informações geográficas não encontradas | 44.766 | 3
128.1.77.122 | Informações geográficas não encontradas | 44.644 | 3
128.1.77.122 | Informações geográficas não encontradas | 44.75 | 3
10.1.2.251 | Informações geográficas não encontradas | 156.225.111.20 | Informações geográficas não encontradas | 1726155138
10.1.2.1 | Informações geográficas não encontradas | 0.839 | 3
10.1.2.1 | Informações geográficas não encontradas | 0.621 | 3
10.1.2.1 | Informações geográficas não encontradas | 0.562 | 3
10.0.1.22 | Informações geográficas não encontradas | 0.959 | 3
10.0.1.22 | Informações geográficas não encontradas | 0.786 | 3
10.0.1.22 | Informações geográficas não encontradas | 0.726 | 3
45.65.233.1 | Informações geográficas não encontradas | 1.093 | 3
45.65.233.1 | Informações geográficas não encontradas | 0.875 | 3
45.65.233.1 | Informações geográficas não encontradas | 0.843 | 3
200.116.231.145 | Informações geográficas não encontradas | 4.679 | 3
200.116.231.145 | Informações geográficas não encontradas | 4.705 | 3
200.116.231.145 | Informações geográficas não encontradas | 5.421 | 3
138.0.42.135 | Informações geográficas não encontradas | 16.565 | 3
138.0.42.135 | Informações geográficas não encontradas | 19.488 | 3
138.0.42.135 | Informações geográficas não encontradas | 20.148 | 3
138.0.42.134 | Informações geográficas não encontradas | 16.583 | 3
138.0.42.134 | Informações geográficas não encontradas | 16.181 | 3
138.0.42.134 | Informações geográficas não encontradas | 16.056 | 3
200.16.69.60 | Informações geográficas não encontradas | 50.705 | 3
200.16.69.60 | Informações geográficas não encontradas | 50.75 | 3
200.16.69.60 | Informações geográficas não encontradas | 50.72 | 3
200.16.69.73 | Informações geográficas não encontradas | 68.966 | 3
200.16.69.73 | Informações geográficas não encontradas | 68.744 | 3
200.16.69.73 | Informações geográficas não encontradas | 68.99 | 3
206.126.236.24 | Informações geográficas não encontradas | 94.39 | 3
206.126.236.24 | Informações geográficas não encontradas | 92.692 | 3
206.126.236.24 | Informações geográficas não encontradas | 91.971 | 3
156.225.111.20 | Informações geográficas não encontradas | 90.088 | 3
156.225.111.20 | Informações geográficas não encontradas | 90.12 | 3
156.225.111.20 | Informações geográficas não encontradas | 90.045 | 3
10.0.23.199 | Informações geográficas não encontradas | 154.92.25.9 | Informações geográficas não encontradas | 1726155284
10.0.23.1 | Informações geográficas não encontradas | 1.735 | 3
10.0.23.1 | Informações geográficas não encontradas | 0.973 | 3
10.0.23.1 | Informações geográficas não encontradas | 0.923 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
45.222.26.4 | Informações geográficas não encontradas | 4.529 | 3
45.222.26.4 | Informações geográficas não encontradas | 18.421 | 3
45.222.26.4 | Informações geográficas não encontradas | 22.056 | 3
45.222.26.97 | Informações geográficas não encontradas | 2.227 | 3
45.222.26.97 | Informações geográficas não encontradas | 2.275 | 3
45.222.26.97 | Informações geográficas não encontradas | 2.218 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.319 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.369 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.313 | 3
169.255.0.44 | Informações geográficas não encontradas | 20.201 | 3
169.255.0.44 | Informações geográficas não encontradas | 20.2 | 3
169.255.0.44 | Informações geográficas não encontradas | 20.095 | 3
196.60.10.204 | Informações geográficas não encontradas | 23.16 | 3
196.60.10.204 | Informações geográficas não encontradas | 30.461 | 3
196.60.10.204 | Informações geográficas não encontradas | 21.154 | 3
154.92.25.9 | Informações geográficas não encontradas | 20.729 | 3
154.92.25.9 | Informações geográficas não encontradas | 20.175 | 3
154.92.25.9 | Informações geográficas não encontradas | 20.238 | 3
192.168.1.14 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726155287
192.168.1.1 | Informações geográficas não encontradas | 1.336 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.111 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.064 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.109 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.377 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.514 | 3
165.169.0.32 | Informações geográficas não encontradas | 2.863 | 3
165.169.0.32 | Informações geográficas não encontradas | 2.648 | 3
165.169.0.32 | Informações geográficas não encontradas | 2.428 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
196.60.10.119 | Informações geográficas não encontradas | 40.462 | 3
196.60.10.119 | Informações geográficas não encontradas | 40.625 | 3
196.60.10.119 | Informações geográficas não encontradas | 40.645 | 3
196.60.10.204 | Informações geográficas não encontradas | 43.538 | 3
196.60.10.204 | Informações geográficas não encontradas | 40.962 | 3
196.60.10.204 | Informações geográficas não encontradas | 48.706 | 3
154.92.25.2 | Informações geográficas não encontradas | 40.069 | 3
154.92.25.2 | Informações geográficas não encontradas | 39.765 | 3
154.92.25.2 | Informações geográficas não encontradas | 39.575 | 3
192.168.0.100 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726155284
156.246.19.251 | Informações geográficas não encontradas | 50.299 | 3
156.246.19.251 | Informações geográficas não encontradas | 50.539 | 3
156.246.19.251 | Informações geográficas não encontradas | 50.812 | 3
192.168.1.10 | Informações geográficas não encontradas | 128.1.77.122 | Informações geográficas não encontradas | 1726155291
192.168.1.1 | Informações geográficas não encontradas | 1.395 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
192.168.1.1 | Informações geográficas não encontradas | 1.397 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.795 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.461 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.593 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
193.253.83.90 | Informações geográficas não encontradas | 2.82 | 3
193.253.83.58 | Informações geográficas não encontradas | 3.891 | 3
193.253.83.58 | Informações geográficas não encontradas | 4.577 | 3
193.253.83.58 | Informações geográficas não encontradas | 5.56 | 3
81.253.131.118 | Informações geográficas não encontradas | 173.539 | 3
81.253.131.118 | Informações geográficas não encontradas | 172.293 | 3
81.253.131.118 | Informações geográficas não encontradas | 180.528 | 3
